noisy_image_path,original_image_path,noise_type,noise_params
DATA\noisy\train\112056_gauss.jpg,DATA\original\112056.jpg,gaussian,"mean=-1,std=17"
DATA\noisy\train\112056_poisson.jpg,DATA\original\112056.jpg,poisson,scale=1.28
DATA\noisy\train\112056_sp.jpg,DATA\original\112056.jpg,salt_and_pepper,prob=0.036
DATA\noisy\train\35058_gauss.jpg,DATA\original\35058.jpg,gaussian,"mean=-2,std=20"
DATA\noisy\train\35058_poisson.jpg,DATA\original\35058.jpg,poisson,scale=1.76
DATA\noisy\train\35058_sp.jpg,DATA\original\35058.jpg,salt_and_pepper,prob=0.02
DATA\noisy\train\45077_gauss.jpg,DATA\original\45077.jpg,gaussian,"mean=1,std=24"
DATA\noisy\train\45077_poisson.jpg,DATA\original\45077.jpg,poisson,scale=0.89
DATA\noisy\train\45077_sp.jpg,DATA\original\45077.jpg,salt_and_pepper,prob=0.011
DATA\noisy\train\108069_gauss.jpg,DATA\original\108069.jpg,gaussian,"mean=2,std=5"
DATA\noisy\train\108069_poisson.jpg,DATA\original\108069.jpg,poisson,scale=1.1
DATA\noisy\train\108069_sp.jpg,DATA\original\108069.jpg,salt_and_pepper,prob=0.042
DATA\noisy\train\70090_gauss.jpg,DATA\original\70090.jpg,gaussian,"mean=4,std=8"
DATA\noisy\train\70090_poisson.jpg,DATA\original\70090.jpg,poisson,scale=1.19
DATA\noisy\train\70090_sp.jpg,DATA\original\70090.jpg,salt_and_pepper,prob=0.023
DATA\noisy\train\45096_gauss.jpg,DATA\original\45096.jpg,gaussian,"mean=-1,std=16"
DATA\noisy\train\45096_poisson.jpg,DATA\original\45096.jpg,poisson,scale=1.17
DATA\noisy\train\45096_sp.jpg,DATA\original\45096.jpg,salt_and_pepper,prob=0.013
DATA\noisy\train\107045_gauss.jpg,DATA\original\107045.jpg,gaussian,"mean=5,std=27"
DATA\noisy\train\107045_poisson.jpg,DATA\original\107045.jpg,poisson,scale=1.66
DATA\noisy\train\107045_sp.jpg,DATA\original\107045.jpg,salt_and_pepper,prob=0.028
DATA\noisy\train\268002_gauss.jpg,DATA\original\268002.jpg,gaussian,"mean=-4,std=27"
DATA\noisy\train\268002_poisson.jpg,DATA\original\268002.jpg,poisson,scale=0.83
DATA\noisy\train\268002_sp.jpg,DATA\original\268002.jpg,salt_and_pepper,prob=0.029
DATA\noisy\train\105027_gauss.jpg,DATA\original\105027.jpg,gaussian,"mean=0,std=20"
DATA\noisy\train\105027_poisson.jpg,DATA\original\105027.jpg,poisson,scale=1.01
DATA\noisy\train\105027_sp.jpg,DATA\original\105027.jpg,salt_and_pepper,prob=0.025
DATA\noisy\train\138032_gauss.jpg,DATA\original\138032.jpg,gaussian,"mean=-3,std=25"
DATA\noisy\train\138032_poisson.jpg,DATA\original\138032.jpg,poisson,scale=1.6
DATA\noisy\train\138032_sp.jpg,DATA\original\138032.jpg,salt_and_pepper,prob=0.031
DATA\noisy\train\33066_gauss.jpg,DATA\original\33066.jpg,gaussian,"mean=-3,std=21"
DATA\noisy\train\33066_poisson.jpg,DATA\original\33066.jpg,poisson,scale=1.92
DATA\noisy\train\33066_sp.jpg,DATA\original\33066.jpg,salt_and_pepper,prob=0.03
DATA\noisy\train\187039_gauss.jpg,DATA\original\187039.jpg,gaussian,"mean=-3,std=28"
DATA\noisy\train\187039_poisson.jpg,DATA\original\187039.jpg,poisson,scale=1.52
DATA\noisy\train\187039_sp.jpg,DATA\original\187039.jpg,salt_and_pepper,prob=0.037
DATA\noisy\train\253027_gauss.jpg,DATA\original\253027.jpg,gaussian,"mean=-1,std=16"
DATA\noisy\train\253027_poisson.jpg,DATA\original\253027.jpg,poisson,scale=0.8
DATA\noisy\train\253027_sp.jpg,DATA\original\253027.jpg,salt_and_pepper,prob=0.049
DATA\noisy\train\54005_gauss.jpg,DATA\original\54005.jpg,gaussian,"mean=2,std=10"
DATA\noisy\train\54005_poisson.jpg,DATA\original\54005.jpg,poisson,scale=1.06
DATA\noisy\train\54005_sp.jpg,DATA\original\54005.jpg,salt_and_pepper,prob=0.027
DATA\noisy\train\103029_gauss.jpg,DATA\original\103029.jpg,gaussian,"mean=2,std=19"
DATA\noisy\train\103029_poisson.jpg,DATA\original\103029.jpg,poisson,scale=0.88
DATA\noisy\train\103029_sp.jpg,DATA\original\103029.jpg,salt_and_pepper,prob=0.028
DATA\noisy\train\286092_gauss.jpg,DATA\original\286092.jpg,gaussian,"mean=0,std=12"
DATA\noisy\train\286092_poisson.jpg,DATA\original\286092.jpg,poisson,scale=0.62
DATA\noisy\train\286092_sp.jpg,DATA\original\286092.jpg,salt_and_pepper,prob=0.04
DATA\noisy\train\80099_gauss.jpg,DATA\original\80099.jpg,gaussian,"mean=-5,std=12"
DATA\noisy\train\80099_poisson.jpg,DATA\original\80099.jpg,poisson,scale=1.49
DATA\noisy\train\80099_sp.jpg,DATA\original\80099.jpg,salt_and_pepper,prob=0.045
DATA\noisy\train\368016_gauss.jpg,DATA\original\368016.jpg,gaussian,"mean=1,std=24"
DATA\noisy\train\368016_poisson.jpg,DATA\original\368016.jpg,poisson,scale=1.48
DATA\noisy\train\368016_sp.jpg,DATA\original\368016.jpg,salt_and_pepper,prob=0.034
DATA\noisy\train\245051_gauss.jpg,DATA\original\245051.jpg,gaussian,"mean=-4,std=7"
DATA\noisy\train\245051_poisson.jpg,DATA\original\245051.jpg,poisson,scale=1.37
DATA\noisy\train\245051_sp.jpg,DATA\original\245051.jpg,salt_and_pepper,prob=0.045
DATA\noisy\train\372019_gauss.jpg,DATA\original\372019.jpg,gaussian,"mean=-2,std=5"
DATA\noisy\train\372019_poisson.jpg,DATA\original\372019.jpg,poisson,scale=1.35
DATA\noisy\train\372019_sp.jpg,DATA\original\372019.jpg,salt_and_pepper,prob=0.033
DATA\noisy\train\48017_gauss.jpg,DATA\original\48017.jpg,gaussian,"mean=0,std=29"
DATA\noisy\train\48017_poisson.jpg,DATA\original\48017.jpg,poisson,scale=1.07
DATA\noisy\train\48017_sp.jpg,DATA\original\48017.jpg,salt_and_pepper,prob=0.031
DATA\noisy\train\292066_gauss.jpg,DATA\original\292066.jpg,gaussian,"mean=-4,std=23"
DATA\noisy\train\292066_poisson.jpg,DATA\original\292066.jpg,poisson,scale=1.02
DATA\noisy\train\292066_sp.jpg,DATA\original\292066.jpg,salt_and_pepper,prob=0.045
DATA\noisy\train\69022_gauss.jpg,DATA\original\69022.jpg,gaussian,"mean=-5,std=7"
DATA\noisy\train\69022_poisson.jpg,DATA\original\69022.jpg,poisson,scale=0.91
DATA\noisy\train\69022_sp.jpg,DATA\original\69022.jpg,salt_and_pepper,prob=0.036
DATA\noisy\train\145086_gauss.jpg,DATA\original\145086.jpg,gaussian,"mean=-3,std=21"
DATA\noisy\train\145086_poisson.jpg,DATA\original\145086.jpg,poisson,scale=0.52
DATA\noisy\train\145086_sp.jpg,DATA\original\145086.jpg,salt_and_pepper,prob=0.027
DATA\noisy\train\101027_gauss.jpg,DATA\original\101027.jpg,gaussian,"mean=4,std=5"
DATA\noisy\train\101027_poisson.jpg,DATA\original\101027.jpg,poisson,scale=1.64
DATA\noisy\train\101027_sp.jpg,DATA\original\101027.jpg,salt_and_pepper,prob=0.042
DATA\noisy\train\106020_gauss.jpg,DATA\original\106020.jpg,gaussian,"mean=4,std=17"
DATA\noisy\train\106020_poisson.jpg,DATA\original\106020.jpg,poisson,scale=1.47
DATA\noisy\train\106020_sp.jpg,DATA\original\106020.jpg,salt_and_pepper,prob=0.043
DATA\noisy\train\35028_gauss.jpg,DATA\original\35028.jpg,gaussian,"mean=0,std=10"
DATA\noisy\train\35028_poisson.jpg,DATA\original\35028.jpg,poisson,scale=0.86
DATA\noisy\train\35028_sp.jpg,DATA\original\35028.jpg,salt_and_pepper,prob=0.03
DATA\noisy\train\145079_gauss.jpg,DATA\original\145079.jpg,gaussian,"mean=0,std=23"
DATA\noisy\train\145079_poisson.jpg,DATA\original\145079.jpg,poisson,scale=1.72
DATA\noisy\train\145079_sp.jpg,DATA\original\145079.jpg,salt_and_pepper,prob=0.02
DATA\noisy\train\148026_gauss.jpg,DATA\original\148026.jpg,gaussian,"mean=5,std=11"
DATA\noisy\train\148026_poisson.jpg,DATA\original\148026.jpg,poisson,scale=1.4
DATA\noisy\train\148026_sp.jpg,DATA\original\148026.jpg,salt_and_pepper,prob=0.039
DATA\noisy\train\197017_gauss.jpg,DATA\original\197017.jpg,gaussian,"mean=3,std=23"
DATA\noisy\train\197017_poisson.jpg,DATA\original\197017.jpg,poisson,scale=1.58
DATA\noisy\train\197017_sp.jpg,DATA\original\197017.jpg,salt_and_pepper,prob=0.045
DATA\noisy\train\393035_gauss.jpg,DATA\original\393035.jpg,gaussian,"mean=-4,std=22"
DATA\noisy\train\393035_poisson.jpg,DATA\original\393035.jpg,poisson,scale=1.82
DATA\noisy\train\393035_sp.jpg,DATA\original\393035.jpg,salt_and_pepper,prob=0.035
DATA\noisy\train\246053_gauss.jpg,DATA\original\246053.jpg,gaussian,"mean=-1,std=27"
DATA\noisy\train\246053_poisson.jpg,DATA\original\246053.jpg,poisson,scale=0.79
DATA\noisy\train\246053_sp.jpg,DATA\original\246053.jpg,salt_and_pepper,prob=0.035
DATA\noisy\train\179084_gauss.jpg,DATA\original\179084.jpg,gaussian,"mean=0,std=20"
DATA\noisy\train\179084_poisson.jpg,DATA\original\179084.jpg,poisson,scale=1.02
DATA\noisy\train\179084_sp.jpg,DATA\original\179084.jpg,salt_and_pepper,prob=0.012
DATA\noisy\train\100075_gauss.jpg,DATA\original\100075.jpg,gaussian,"mean=3,std=16"
DATA\noisy\train\100075_poisson.jpg,DATA\original\100075.jpg,poisson,scale=1.93
DATA\noisy\train\100075_sp.jpg,DATA\original\100075.jpg,salt_and_pepper,prob=0.045
DATA\noisy\train\10081_gauss.jpg,DATA\original\10081.jpg,gaussian,"mean=5,std=27"
DATA\noisy\train\10081_poisson.jpg,DATA\original\10081.jpg,poisson,scale=0.65
DATA\noisy\train\10081_sp.jpg,DATA\original\10081.jpg,salt_and_pepper,prob=0.045
DATA\noisy\train\187029_gauss.jpg,DATA\original\187029.jpg,gaussian,"mean=1,std=27"
DATA\noisy\train\187029_poisson.jpg,DATA\original\187029.jpg,poisson,scale=1.16
DATA\noisy\train\187029_sp.jpg,DATA\original\187029.jpg,salt_and_pepper,prob=0.036
DATA\noisy\train\28083_gauss.jpg,DATA\original\28083.jpg,gaussian,"mean=-4,std=7"
DATA\noisy\train\28083_poisson.jpg,DATA\original\28083.jpg,poisson,scale=1.71
DATA\noisy\train\28083_sp.jpg,DATA\original\28083.jpg,salt_and_pepper,prob=0.048
DATA\noisy\train\3096_gauss.jpg,DATA\original\3096.jpg,gaussian,"mean=-3,std=12"
DATA\noisy\train\3096_poisson.jpg,DATA\original\3096.jpg,poisson,scale=1.37
DATA\noisy\train\3096_sp.jpg,DATA\original\3096.jpg,salt_and_pepper,prob=0.039
DATA\noisy\train\69000_gauss.jpg,DATA\original\69000.jpg,gaussian,"mean=1,std=23"
DATA\noisy\train\69000_poisson.jpg,DATA\original\69000.jpg,poisson,scale=1.65
DATA\noisy\train\69000_sp.jpg,DATA\original\69000.jpg,salt_and_pepper,prob=0.027
DATA\noisy\train\209070_gauss.jpg,DATA\original\209070.jpg,gaussian,"mean=-5,std=20"
DATA\noisy\train\209070_poisson.jpg,DATA\original\209070.jpg,poisson,scale=1.08
DATA\noisy\train\209070_sp.jpg,DATA\original\209070.jpg,salt_and_pepper,prob=0.019
DATA\noisy\train\361084_gauss.jpg,DATA\original\361084.jpg,gaussian,"mean=-5,std=16"
DATA\noisy\train\361084_poisson.jpg,DATA\original\361084.jpg,poisson,scale=0.54
DATA\noisy\train\361084_sp.jpg,DATA\original\361084.jpg,salt_and_pepper,prob=0.019
DATA\noisy\train\202012_gauss.jpg,DATA\original\202012.jpg,gaussian,"mean=1,std=26"
DATA\noisy\train\202012_poisson.jpg,DATA\original\202012.jpg,poisson,scale=1.26
DATA\noisy\train\202012_sp.jpg,DATA\original\202012.jpg,salt_and_pepper,prob=0.022
DATA\noisy\train\106024_gauss.jpg,DATA\original\106024.jpg,gaussian,"mean=3,std=21"
DATA\noisy\train\106024_poisson.jpg,DATA\original\106024.jpg,poisson,scale=1.89
DATA\noisy\train\106024_sp.jpg,DATA\original\106024.jpg,salt_and_pepper,prob=0.018
DATA\noisy\train\183066_gauss.jpg,DATA\original\183066.jpg,gaussian,"mean=-5,std=29"
DATA\noisy\train\183066_poisson.jpg,DATA\original\183066.jpg,poisson,scale=1.61
DATA\noisy\train\183066_sp.jpg,DATA\original\183066.jpg,salt_and_pepper,prob=0.012
DATA\noisy\train\2092_gauss.jpg,DATA\original\2092.jpg,gaussian,"mean=-3,std=24"
DATA\noisy\train\2092_poisson.jpg,DATA\original\2092.jpg,poisson,scale=0.52
DATA\noisy\train\2092_sp.jpg,DATA\original\2092.jpg,salt_and_pepper,prob=0.017
DATA\noisy\train\24004_gauss.jpg,DATA\original\24004.jpg,gaussian,"mean=4,std=9"
DATA\noisy\train\24004_poisson.jpg,DATA\original\24004.jpg,poisson,scale=0.64
DATA\noisy\train\24004_sp.jpg,DATA\original\24004.jpg,salt_and_pepper,prob=0.033
DATA\noisy\train\97010_gauss.jpg,DATA\original\97010.jpg,gaussian,"mean=0,std=28"
DATA\noisy\train\97010_poisson.jpg,DATA\original\97010.jpg,poisson,scale=0.55
DATA\noisy\train\97010_sp.jpg,DATA\original\97010.jpg,salt_and_pepper,prob=0.02
DATA\noisy\train\302003_gauss.jpg,DATA\original\302003.jpg,gaussian,"mean=2,std=19"
DATA\noisy\train\302003_poisson.jpg,DATA\original\302003.jpg,poisson,scale=0.91
DATA\noisy\train\302003_sp.jpg,DATA\original\302003.jpg,salt_and_pepper,prob=0.026
DATA\noisy\train\220075_gauss.jpg,DATA\original\220075.jpg,gaussian,"mean=3,std=17"
DATA\noisy\train\220075_poisson.jpg,DATA\original\220075.jpg,poisson,scale=1.71
DATA\noisy\train\220075_sp.jpg,DATA\original\220075.jpg,salt_and_pepper,prob=0.049
DATA\noisy\train\155060_gauss.jpg,DATA\original\155060.jpg,gaussian,"mean=4,std=29"
DATA\noisy\train\155060_poisson.jpg,DATA\original\155060.jpg,poisson,scale=1.4
DATA\noisy\train\155060_sp.jpg,DATA\original\155060.jpg,salt_and_pepper,prob=0.041
DATA\noisy\train\16004_gauss.jpg,DATA\original\16004.jpg,gaussian,"mean=-1,std=14"
DATA\noisy\train\16004_poisson.jpg,DATA\original\16004.jpg,poisson,scale=1.73
DATA\noisy\train\16004_sp.jpg,DATA\original\16004.jpg,salt_and_pepper,prob=0.034
DATA\noisy\train\299086_gauss.jpg,DATA\original\299086.jpg,gaussian,"mean=-3,std=11"
DATA\noisy\train\299086_poisson.jpg,DATA\original\299086.jpg,poisson,scale=0.72
DATA\noisy\train\299086_sp.jpg,DATA\original\299086.jpg,salt_and_pepper,prob=0.043
DATA\noisy\train\123074_gauss.jpg,DATA\original\123074.jpg,gaussian,"mean=-2,std=23"
DATA\noisy\train\123074_poisson.jpg,DATA\original\123074.jpg,poisson,scale=1.01
DATA\noisy\train\123074_sp.jpg,DATA\original\123074.jpg,salt_and_pepper,prob=0.016
DATA\noisy\train\169012_gauss.jpg,DATA\original\169012.jpg,gaussian,"mean=1,std=21"
DATA\noisy\train\169012_poisson.jpg,DATA\original\169012.jpg,poisson,scale=1.52
DATA\noisy\train\169012_sp.jpg,DATA\original\169012.jpg,salt_and_pepper,prob=0.034
DATA\noisy\train\41004_gauss.jpg,DATA\original\41004.jpg,gaussian,"mean=-1,std=20"
DATA\noisy\train\41004_poisson.jpg,DATA\original\41004.jpg,poisson,scale=0.86
DATA\noisy\train\41004_sp.jpg,DATA\original\41004.jpg,salt_and_pepper,prob=0.016
DATA\noisy\train\164074_gauss.jpg,DATA\original\164074.jpg,gaussian,"mean=-4,std=12"
DATA\noisy\train\164074_poisson.jpg,DATA\original\164074.jpg,poisson,scale=1.58
DATA\noisy\train\164074_sp.jpg,DATA\original\164074.jpg,salt_and_pepper,prob=0.017
DATA\noisy\train\216053_gauss.jpg,DATA\original\216053.jpg,gaussian,"mean=-4,std=29"
DATA\noisy\train\216053_poisson.jpg,DATA\original\216053.jpg,poisson,scale=0.94
DATA\noisy\train\216053_sp.jpg,DATA\original\216053.jpg,salt_and_pepper,prob=0.013
DATA\noisy\train\198023_gauss.jpg,DATA\original\198023.jpg,gaussian,"mean=1,std=20"
DATA\noisy\train\198023_poisson.jpg,DATA\original\198023.jpg,poisson,scale=0.71
DATA\noisy\train\198023_sp.jpg,DATA\original\198023.jpg,salt_and_pepper,prob=0.02
DATA\noisy\train\86016_gauss.jpg,DATA\original\86016.jpg,gaussian,"mean=5,std=15"
DATA\noisy\train\86016_poisson.jpg,DATA\original\86016.jpg,poisson,scale=1.56
DATA\noisy\train\86016_sp.jpg,DATA\original\86016.jpg,salt_and_pepper,prob=0.039
DATA\noisy\train\365073_gauss.jpg,DATA\original\365073.jpg,gaussian,"mean=4,std=12"
DATA\noisy\train\365073_poisson.jpg,DATA\original\365073.jpg,poisson,scale=0.69
DATA\noisy\train\365073_sp.jpg,DATA\original\365073.jpg,salt_and_pepper,prob=0.026
